V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
-0.000192561,-0.000193613,-0.00019655,-0.027113684,-0.000240249,-0.001698854,-0.000124262,-0.000120194,-0.000115029,-0.018055632,-0.000124203,-0.001019163,-8.57E-05,-8.62E-05,-8.61E-05,-0.013691682,-9.57E-05,-0.000732152
-0.000176395,-0.000174749,-0.000176396,-0.0261431,-0.000195089,-0.000961906,-0.000109403,-0.000111354,-0.000110821,-0.017564321,-0.000117964,-0.000590167,-8.26E-05,-8.38E-05,-8.31E-05,-0.013750289,-8.74E-05,-0.000445307
-0.000168307,-0.000171402,-0.000168596,-0.027688003,-0.00023056,-0.002241563,-0.000116847,-0.000116235,-0.00011616,-0.01851453,-0.00012561,-0.00112497,-9.20E-05,-9.13E-05,-8.92E-05,-0.013107735,-9.66E-05,-0.000850597
-0.000212463,-0.000211334,-0.000217396,-0.026032842,-0.000257564,-0.002206181,-0.000127527,-0.000127393,-0.000128217,-0.018041787,-0.000136875,-0.001116406,-9.59E-05,-9.36E-05,-9.58E-05,-0.014015876,-9.88E-05,-0.000868064
-0.000233238,-0.000229841,-0.000218538,-0.025744746,-0.000240787,-0.001911658,-0.000136305,-0.000136321,-0.00012958,-0.017352272,-0.000123485,-0.001096419,-8.71E-05,-8.80E-05,-8.42E-05,-0.013415649,-9.70E-05,-0.000802971
-0.000193566,-0.000186713,-0.000189715,-0.026407305,-0.000202143,-0.002934225,-0.000126343,-0.000123919,-0.000124366,-0.017290902,-0.000133049,-0.001641648,-9.08E-05,-9.12E-05,-9.10E-05,-0.013647071,-0.000100624,-0.001239371
-0.000222597,-0.000222664,-0.000228147,-0.025277914,-0.000228848,-0.00351444,-0.000136531,-0.00013628,-0.000134215,-0.016874087,-0.000134304,-0.002118503,-9.60E-05,-9.72E-05,-9.97E-05,-0.0132552,-9.49E-05,-0.001401836
-0.00021519,-0.000207193,-0.000203331,-0.023925868,-0.000212013,-0.00061371,-0.00012476,-0.000125432,-0.000122852,-0.016199698,-0.000116981,-0.000377535,-8.85E-05,-8.91E-05,-8.85E-05,-0.013100567,-8.74E-05,-0.00028184
-0.00022976,-0.000231535,-0.000234614,-0.025863719,-0.000229569,-0.002179366,-0.000144191,-0.000145755,-0.000142891,-0.01616992,-0.000135749,-0.001386901,-0.000105834,-0.00010523,-0.000104068,-0.012809591,-9.46E-05,-0.000978921
-0.000242782,-0.000244181,-0.000239984,-0.023130841,-0.000220385,-0.003044842,-0.000152547,-0.00015263,-0.000149009,-0.016027293,-0.000138079,-0.001641679,-0.000106617,-0.000106949,-0.000108431,-0.012714019,-9.78E-05,-0.001221946
-0.000800493,-0.000773802,-0.000753731,-0.025774764,-0.000666398,-0.002812503,-0.000427289,-0.000416623,-0.00042413,-0.015798198,-0.000374208,-0.001707489,-0.000313845,-0.000315315,-0.00031635,-0.012507313,-0.000276812,-0.001321459
