"V1","V2","V3","V4"
-0.00898969309421971,-0.00313807048370237,-0.0240966738185366,-0.00559654786354783
0.00419799684817954,-0.00395042723275124,-0.0253555572225058,-0.00808814774953367
-0.0264643722589395,-0.00713352371925425,-0.0261021083423384,-0.00819269702706831
-0.0112034250325639,-0.00370742956158986,-0.0224324311699187,-0.00548158618064583
0.00044609186641308,-0.00192369142206884,-0.0202540786807201,-0.0024062946933942
-0.019221667265742,-0.00203500765882486,-0.0265914980725104,-0.0103526540885606
-0.016625439747546,-0.00729045961024083,-0.0243827562653384,-0.0120457043355913
-0.0218027660075776,-0.00423963958321314,-0.0286708729533674,-0.0162856898180446
-0.0143265521724251,-0.0085994780175365,-0.0224289586405738,-0.00608769754798945
-0.0103764894588228,-0.00422366032141066,-0.0252502003662292,-0.0118840047845232
-0.0158470210998823,-0.00844196271244937,-0.0277430289532958,-0.0132650924377905
-0.0112745206719637,-0.00743829552397405,-0.0283062623279682,-0.0154340349657008
-0.00056494249551517,-0.0103151825255135,-0.0232826152418778,-0.0112989974053095
-0.0196883433050701,-0.00813085084564733,-0.0269969076701274,-0.0107627421667122
-0.0355347623472971,-0.00844375010355553,-0.0305672261083439,-0.0123933888795747
-0.0182900695287432,-0.00576153085345332,-0.0269908307056209,-0.0139062030914589
-0.00853104443290021,-0.0064175919099167,-0.0226320580799643,-0.00828753973613011
-0.00890888266426267,-0.00786579753388775,-0.0242771574944611,-0.00962847903383192
-0.0171888663468216,-0.00524006276274818,-0.0255362369031565,-0.0122292156867554
-0.00632254505356076,-0.00470439782650238,-0.0208697620613065,-0.00851970740728273
-0.0236677676187752,-0.00469038288889735,-0.0253538584865207,-0.0079386294820777
-0.00764839335513636,-0.00564266473137068,-0.0226300144485628,-0.00917248071443091
-0.0213225018678526,-0.00213862216403766,-0.0274742146045612,-0.0121765105774394
-0.0220343108593215,-0.00540989614763209,-0.0278414154473138,-0.0115299580893854
-0.0136461100879221,-0.00485058092229427,-0.0245563927308508,-0.0106681341574249
-0.00879927917210957,-0.00357775020912097,-0.0234860634392786,-0.0113807404820086
